Feature1,Feature2,Feature3,Feature4,Feature5,Class
-0.5791809508056976,1.5941511879636603,-0.17922556424049682,1.2634254893904893,0.5410635457614097,1
0.28242950699558494,-1.232294981757963,1.2776483104682415,-1.4411775740109105,-0.4716198728981045,1
-0.6122902324851308,0.05648787796257346,1.1595713932678398,-0.3925104507223079,0.6689427463004209,1
1.8523869998598665,0.16523662641235917,1.4470647415099185,0.36601949845163456,-0.9985661930706513,0
-1.964888176691484,-0.08225690342834087,-1.825591307019443,-0.6688215993252401,1.0543270720682836,0
-0.9716733033997703,-0.3335556673653727,0.12861239843471337,-0.9787714749115021,1.2567426028385222,1
-0.5787469888652187,0.3822733543111799,0.5787961020490527,1.711050838469694,1.2736531875779429,0
0.11882781261256534,0.17161669601769983,-0.3874234083594997,-0.345392794771416,-0.913103352924501,0
-0.5731093074222207,-0.5518711519127145,0.8086827963810007,1.0053446457574755,0.7257283804235994,1
-1.6918321769263427,0.8862972737384115,-1.1381728721207438,-0.5594921632372656,0.7990527550775274,1
1.0450047444717139,-1.4942251771414226,-0.7271346025414593,1.196882270306584,-0.6081174193637147,0
-0.9709398706978372,-1.0893399016397511,0.17966844287743994,0.6135564822099295,-0.34048891178703183,1
0.2818447078639399,-0.8869855391452439,-0.11930975887977482,-1.1494106576320222,0.5172256539911317,1
-1.4643464386658247,0.43817027073321546,-0.15688722757250473,-0.7507138298713845,0.6483972637177868,0
0.5831514530309351,-0.35376559230368526,1.0195756982918138,-0.7653487882624632,-1.2068978416506453,1
0.16196432209380607,1.0036852665639593,0.014267830120104956,0.18694552962987354,0.21577892243229144,0
0.6756245163270561,-0.009747593666285598,0.7342215535949543,0.8868528369196202,-2.357524127160164,1
-0.760808940257777,0.20465405951336912,0.6122132225328784,0.21364228856816683,-1.3902102124115454,1
1.7232995743758366,0.7319668000968209,-2.2793176669188413,0.04285779797176971,0.8187106197646891,1
1.7203578897998504,0.2237375345267108,-1.1143904660684316,0.9491289425230385,0.10287098623513832,0
0.853499104625195,-1.3803478233062143,-1.3499296230897349,1.6824649241382958,1.104896233949807,0
-0.44953610719838233,-0.06384509149597362,-1.2962023399287497,-0.1108248684759928,0.6336891282629208,1
1.3527466185659034,0.4243815233325472,0.5214876581218224,0.854660304536076,-1.1698333495063513,0
0.2080942652038048,-0.8967287396054722,-1.3679649033962828,-0.04879247456263651,-0.7713065907014552,1
-0.9317577243703358,0.9405189472642069,-0.7329141142810875,1.0390017823131028,0.5093808907732705,1
0.19210090638160704,0.01286198348547584,-0.4356570198716609,0.15617818636912126,1.1513289853083215,1
0.44334358176887306,-1.9139253244112275,-1.8631442222875045,0.29156190070837557,0.7366509095417761,1
1.9130051118155724,1.164783894201669,-1.1011804414983086,0.7019737701639835,-1.1335523200982738,0
-0.4719152602687259,1.8513560355415823,-0.07443073444860404,0.386960560955536,-0.3384160600408249,1
0.008639452291104967,-0.1408120335330526,-0.9341768554169457,-0.026632195199595043,1.5258871977956956,1
-0.716702637530022,-0.5193033367228228,1.1066846789130946,0.39272705721872847,0.2402928919195684,0
0.18252342899233093,-0.8768510547971651,-1.2766576635893037,-0.5863528115034082,0.7581430832237793,0
-0.6312123006870111,-0.009776767529685386,0.6189749528080479,-0.6613911151215226,1.571238997810981,1
0.03780022617665288,-0.19371432648013365,1.7829840770440153,0.22650984795585521,0.7755994014067201,1
-0.4830058931334018,-0.9284884619103146,-0.08015277029626228,-0.3962084671328074,-0.5094384854786482,1
0.5857740290744053,-0.5254356284696805,-0.2733209739769016,0.18606921121609038,-0.9490920104309457,0
-0.2391869699391263,1.2598431425203773,-1.6389476258473044,-0.522913028585148,0.35000558590946124,0
-0.5411206485444896,0.9087714808406263,1.393930081069126,0.6175440666245797,0.6112125825587201,1
-0.5319498214205698,1.6014913265452522,-0.33763513715981963,-1.5743952380758028,0.10831227336281905,1
1.7045740276584862,-0.002136678596490452,-1.4866184499474666,-0.10790907554493834,0.1074901590586409,0
-1.4343111007103522,-0.37142841646742064,0.07058510124491339,0.33251126868672,-1.6467062580995417,0
-0.04666221189788906,0.7942066624715693,1.3925608270152277,-1.2522303345024546,1.2269194639769314,0
0.861853565654933,1.2995258614896334,-0.32237807632124554,-0.7478347461059645,2.248725709919679,1
-0.10197167301475395,0.4620669258514212,-2.268290591858383,-0.6406727034557139,0.2595940726142269,1
-0.8621762025692916,0.169752236994487,0.18641902531439808,-1.209532078784376,-0.5101622910049546,0
1.0183498108777223,-0.06444488312407493,0.6891454720354285,0.06493557357708685,-1.0567544241935187,1
-1.4368279046242567,-0.4644904581093098,1.7491713335723886,0.1959955838491257,-1.758038411346548,1
-1.4104715722453613,1.371000752696883,0.25075634482020287,0.33699445475943274,-1.2675743619171669,0
-0.9471213550474833,0.8173626790026494,-2.2917968973352627,0.8494704637001762,-1.350071451626017,0
-1.7950892165616061,0.4302255222554384,-0.977423945552823,-2.1391896214678012,-0.8069099386309424,1
-0.6113214922144362,1.5308659868945476,1.9237766105324479,0.645698926971737,0.6432914857956501,1
0.5425539244705168,-0.5027040393336826,-0.5103226925188618,-0.24721220380170417,0.30116678127934887,1
0.09442774787370964,-0.763392812190406,0.6583173232120308,-1.0280194443448691,-1.1836100633999624,0
1.2312455596650091,-1.935117322305129,0.10976627403915952,-1.6458025845159494,-1.1488362191387012,1
0.9272496627394349,-0.7969198321975732,0.5187706211414932,0.22778950178837576,1.2406440566397192,1
-0.8502344245917154,0.19426120766799865,-1.2057070783602524,0.5415990964940747,-1.2792973027801438,1
-1.1338533019856694,-1.020106168157785,-0.5620434338566924,0.27687921029656715,-0.3756508533477325,0
0.45921446087851353,-0.7519567503887666,-0.3534110838551317,0.29547332372570884,0.7155491393544164,0
0.06538292834678693,-0.6898022616360406,-0.3875765399909743,0.24407065974066897,-0.09157567298897719,0
-0.10859373219825573,0.27110903266204195,0.35213120414364424,0.5686826348037621,1.2284976230511995,1
-1.4295099810317429,0.4690670564287621,-0.7527469586770668,-0.21793614290973262,-0.33589725874232923,0
-0.37592877099865146,0.7598439980708127,0.42346708013833545,-1.6746888161861475,-0.31726103468112216,1
1.0072614275031344,-0.5887703997645913,0.5702360530598082,-0.2790015849100869,1.1379942197322508,1
-0.39973483662804893,1.0361542805668276,0.0625925957851432,-0.10372711851001891,-0.3033935885394402,1
1.1430561249883031,-2.107970438951338,0.30331766873197064,0.005086463449757847,0.002843753138883333,1
-0.38698602092398554,-1.3015080780301371,-0.4601623858307858,0.20224787807388878,0.9349319497092395,0
-0.37252352462781746,0.06906110359742493,0.3181808363395385,-1.3525630418546222,1.078482180117078,1
-0.32961166477049214,1.3740448813004662,0.7845974345289101,-1.897931600406834,-0.6934130304555054,0
-1.1594396696634826,-0.3483953300482764,-0.4074027473512928,0.18270514250074674,0.39602633822709743,1
-2.7845279270520074,-1.4436641610069156,-0.37572801221860985,-1.8722621119056018,0.7135571747338105,0
-0.4060773789582559,0.8030220992307467,-1.5915064009309798,-0.7199955125441853,2.4716097834838515,0
-0.4604893941407875,0.37347163644590603,0.7765906194547286,-0.2976154928108495,0.028461744152983737,0
-1.805103639108033,-0.13399095941420805,-1.0809498656520775,1.5406687223867535,-0.5663992924716265,1
1.5463429335087802,0.5420227855199821,0.22025346318232578,0.920270148259416,-0.7233995233051218,1
0.6202059947713494,-0.3745191647727516,-0.2155008270022229,-0.8543803809887643,-0.24718248581892902,1
0.08937598484274237,-0.5152106765178901,-0.9670349360560712,1.5376203800116013,0.7724886259971242,1
-0.14076001260463405,-0.7467798606758934,-0.460941551811695,0.669954423575963,1.0179289895925716,0
-0.8820418866366131,0.839681446140169,-1.703043064802443,0.6657685173119823,-0.03643194145697166,1
-1.723254285439992,-0.3344849554698615,0.0021170587622535353,-0.48742603014086644,-0.7063131479481182,1
0.3265239977223522,1.0779137037870912,2.62238513839513,1.4480026780909694,0.047063084503838566,0
-0.7236583319926966,1.298648561574294,0.5077755410716401,-0.225379093104777,-1.1210086214786026,0
-0.369540802445712,0.39126255252724984,-1.222927883383181,-1.8130562770577572,0.5750275519401427,0
0.12922296492949537,-0.7211527230125211,-0.2977961641423813,-1.2967156552288635,-0.14861159708957025,1
0.6839136375636207,-0.8221310012728905,0.111425162892196,-0.7702048050145879,0.7403811673799447,0
-0.5413652476282332,0.7814694341729225,-1.34718661273617,0.2600934634182536,1.1093008658712245,1
-0.13701231975328815,0.17421330052769823,-1.4852168582923115,-0.7617846497469091,-0.8892521035601261,0
